Simulation,hp,a,b,c,h0,v0,y0,rho0,hddot0,tp_lamb,tf_sim,Initial drag,Integral drag,Integral hor drag,Integral ver drag,Integral drag no v,Periapsis velocity,Energy Diff
10000.0,110.0,0.002011142468413661,-0.001973960603940706,-0.013171566108751063,160000.0,4212.466924604078,-0.09459987614021437,1.3267693001532684e-11,1.6033093219414996,243.41312156588148,487.30517123853815,0.003001328743606832,1282.0011714773616,1281.5689960643633,-0.0031696996247557274,7.104797665685122e-05,4250.839440774114,11788.547590092756
10000.0,111.0,0.0017448127288029113,-0.0017104616720195107,-0.01313628354118043,159999.99999999953,4212.522646464127,-0.0936220175083341,1.0020000000000389e-10,1.6034471643153583,240.98335184081287,482.3957190625945,0.022846640771566225,1111.6245081135212,1111.2462665056278,-0.004551010115569909,6.162338476397883e-05,4250.259748642674,10220.205624054652
10000.0,112.0,0.0015172755207218571,-0.0014856964203637656,-0.013120013361099076,159999.99999999953,4212.578359337808,-0.0926341587698609,1.0040000000000389e-10,1.603579120261966,238.5260493406537,477.4338833372603,0.022897065344590645,966.3955366512788,966.0639492509789,-0.0033807409868680935,5.358848655243977e-05,4249.6547891927685,8883.256273539737
10000.0,113.0,0.0013207706853651895,-0.0012919749583290001,-0.013097576418368532,160000.0,4212.634063227311,-0.09163597634276509,1.3267703030794267e-11,1.603705275864777,236.0403522481392,472.3905146425026,0.0030016198982096764,841.0844624466063,840.7934512528979,-0.002860628215653576,4.6654090874617155e-05,4249.024535275385,7729.836353436578
10000.0,114.0,0.0011517656123910208,-0.001124618675616126,-0.013047612053502645,159999.99999999953,4212.6897581348285,-0.0906271289337257,1.0070000000000456e-10,1.603842964833552,233.52535190019978,467.3349527372075,0.022975191887938205,732.8316950177602,732.5759475385366,-0.002287066480336275,4.066229153274356e-05,4248.3813222139215,6733.5955687034875
10000.0,115.0,0.0010050015655167115,-0.0009796744378297963,-0.012992936226251153,160000.0,4212.74544406254,-0.0896072561516161,1.3267809559169144e-11,1.603969147124816,230.9800891314615,462.18532583498,0.0030018368561679602,638.9183831556085,638.6933356799731,-0.001787342130874327,3.5462885836106725e-05,4247.720150415678,5869.436603373848
10000.0,116.0,0.0008782714424711886,-0.0008542496227921299,-0.01291612093471965,160000.0,4212.801121012635,-0.08857597697828545,1.3267812833617414e-11,1.6041010533488644,228.40355024203834,456.98721237625256,0.0030019339326961153,557.7655312823088,557.5668381475966,0.007224126606863557,3.096888821194852e-05,4247.044680249363,5121.924247635528
10000.0,117.0,0.0007690096255976609,-0.0007461244741424549,-0.012842308524510312,159999.99999999953,4212.8567889873,-0.0875328880782143,1.0130000000000455e-10,1.604238589563169,225.79466254122048,451.7385291687535,0.023127805764476584,487.6245955245948,487.4495962932716,-0.0010856596213304481,2.7083495354060767e-05,4246.359620733858,4477.643386997748
10000.0,118.0,0.0006743371427960005,-0.0006526339847356415,-0.012773441958796077,160000.0,4212.912447988718,-0.0864775619258935,1.3267609012111284e-11,1.604364806986732,223.1522894112715,446.3637067531905,0.0030020800219168688,426.958820139924,426.80417608938455,-0.0008826657850227806,2.372212306349696e-05,4245.663064936041,3919.7069676797837
10000.0,119.0,0.0005922361491217999,-0.0005713460951076142,-0.012679632618943422,160000.0,4212.968098019075,-0.0854095447262263,1.3267609012111284e-11,1.6044966544167596,220.4752248265394,441.0269351559467,0.0030021763662331814,374.3593034310085,374.2220221583528,0.009138843200791273,2.08069579035344e-05,4244.959877006096,3434.9967471547425
10000.0,120.0,0.0005209473006627105,-0.0005008729390315925,-0.012581252938573843,160000.0,4213.023739080552,-0.084328354099337,1.019e-10,1.60463403126835,217.76218725259747,435.63856025938645,0.023280620406683973,328.56387030002605,328.4425505660492,-0.00031012958674336844,1.8267956973261905e-05,4244.248207059759,3015.0390735939145
10000.0,121.0,0.00045833275175710474,-0.00043983920949484636,-0.012549452205134594,160000.0,4213.079371175333,-0.0832334764963165,1.3267609012111284e-11,1.6047602904916887,215.0118128373421,430.1234227162997,0.0030023690811486086,289.01380211063696,288.90610882394833,-0.00033219446817938714,1.607466317242534e-05,4243.531030325761,2651.535028954968
10000.0,122.0,0.049245208029525964,-0.04858315775129952,-0.013505687850269907,159999.99999999953,4211.294685809545,-0.1132612263771451,9.647000000000415e-11,1.6005390846178496,289.2425448264846,594.2730634010978,0.02191295693043335,32066.88309008998,32057.658042967498,-3.4082782610393423,0.0017913860728802804,4233.844374068835,293834.778664656
11000.0,90.0,0.03898547098967807,-0.03855952065745825,-0.01413937598362315,159999.99999999953,4263.0804193052645,-0.1152019699263877,9.713000000000432e-11,1.7239440967645443,277.1209479634073,566.0187599589549,0.022603644073201264,26903.600955186223,26895.400770389224,-2.439241627351898,0.001463985413536839,4289.597341931391,249787.62916465104
11000.0,91.0,0.0333007999457557,-0.03294556482310271,-0.01414700252489074,160000.0,4263.128282638785,-0.11435518733368331,1.326768040271638e-11,1.7240521680898055,275.1794020740125,560.0981788806814,0.0030716041046408363,22932.371860959964,22925.336816879833,-1.7763634364892589,0.0012458266786844843,4293.112932278125,213090.42792726727
11000.0,92.0,0.02844212791321443,-0.02813877745102402,-0.014150541000281621,160000.0,4263.176138828288,-0.11350235545157275,1.3267758218705898e-11,1.7241669018795065,273.22190206513216,554.7626244501012,0.003071707424991946,19548.096313342612,19542.058324634392,-1.2944218375978167,0.0010605381658747855,4296.005579767034,181764.29917411786
11000.0,93.0,0.024293290785448143,-0.02403482677197506,-0.01412704502308491,160000.0,4263.223987875381,-0.1126433367413143,1.3267682016519035e-11,1.724281619778683,271.24810113415737,549.543908977506,0.003071774880908988,16667.662804392505,16662.4775887199,-0.9435017582096172,0.0009032785085804106,4298.307983128167,155064.35206409218
11000.0,94.0,0.02075968834089249,-0.020541850905288726,-0.014113244029046583,159999.99999999907,4263.271829781673,-0.1117779884240424,9.775000000000867e-11,1.7244029045966949,269.2576393897312,544.4557074388318,0.02276127399076443,14222.662127292611,14218.206173909293,-0.6891787460558305,0.0007701038467993542,4300.212964185165,132374.1283008568
11000.0,95.0,0.017753820380105104,-0.017570240385181006,-0.014097214404370407,160000.0,4263.319664548771,-0.1109061621972465,9.791e-11,1.724517566241325,267.2501431463972,539.5337405877539,0.02280216112679967,12148.203114172247,12144.370854964058,-0.504182676422289,0.0006573301534226046,4301.677074366256,113104.01992294006
11000.0,96.0,0.015192173629078815,-0.015034109078036238,-0.014085773939518847,160000.0,4263.367492178278,-0.11002770393120181,1.3267684595146617e-11,1.724625678247118,265.225224169506,534.7194017398228,0.003072031144889401,10383.953256743092,10380.655185844756,-0.3695432771121503,0.0005615722584182201,4302.812518085409,96702.47065457562
11000.0,97.0,0.013022016034006713,-0.01288419579903644,-0.014082756561925487,160000.0,4263.415312671808,-0.1091424533436253,1.326768549380292e-11,1.7247403326616508,263.18247886607475,529.9672903431463,0.0030721165914891894,8891.493020733036,8888.652357382745,-0.2720481458187212,0.0004806714024553487,4303.664400936163,82818.57948767813
11000.0,98.0,0.011167864524911579,-0.01104888445874672,-0.014078706308969902,160000.0,4263.463126030964,-0.10825024365060971,1.326776897392391e-11,1.7248549712152976,261.1214874167629,525.2857146744935,0.003072221302021733,7619.482299841782,7617.033931459397,-0.20054989713017157,0.0004117921774757607,4304.2475822296365,70979.42475939449
11000.0,99.0,0.009580367789632168,-0.009478437122697001,-0.014086652828999745,160000.0,4263.510932257352,-0.1073509011916588,9.855e-11,1.7249760497953348,259.04181284365603,520.6925440644417,0.02296589171327267,6532.6167204537305,6530.504620747595,-0.14692222313618328,0.000352987774735965,4304.665731421056,60859.164360586554
11000.0,100.0,0.008224744052783142,-0.008133444708191091,-0.014060447362244537,160000.0,4263.558731352572,-0.1064442450264907,1.3267609012111284e-11,1.725084200704634,256.9430000079106,516.0809128288885,0.003072354516439462,5603.069214414679,5601.24567204913,-0.10946249490004334,0.0003027283134554436,4304.894231625342,52201.12488059886
11000.0,101.0,0.007064775392887257,-0.006982584261785426,-0.014040078268419628,160000.0,4263.6065233182335,-0.1055300865009429,9.889e-11,1.725205195155879,254.82457453078248,511.53527848020457,0.023051535820093998,4808.560877320454,4806.984839877815,-0.080756685092922,0.0002597924759813114,4305.002672420023,44799.00479304278
11000.0,102.0,0.006073443567204839,-0.006000395065769108,-0.01401360737891553,160000.0,4263.65430815594,-0.1046082287790002,9.905e-11,1.7253197425736286,252.68604163064592,506.9580202160955,0.02309279081692929,4131.507913678941,4130.144302762892,-0.06017216414258719,0.0002232184544890685,4304.967164322804,38489.86033643782
11000.0,103.0,0.0052241579914953425,-0.005158827913874158,-0.013979681821090233,160000.0,4263.702085867294,-0.1036784663377123,9.922e-11,1.725434274381275,250.52688486795915,502.322079058419,0.02313639153903054,3551.266361414017,3550.0852247231032,-0.04452788697045246,0.0001918829489470395,4304.820338045395,33082.14827804081
11000.0,104.0,0.004497678599570075,-0.004438435937521413,-0.013943592896098702,160000.0,4263.749856453899,-0.10274058442131204,1.3267781521684999e-11,1.725542469403658,248.3465647890216,497.84919370532515,0.0030727359037722186,3055.0819497935754,3054.0576111124838,-0.033146024683000874,0.0001650920773362619,4304.5939074191965,28457.477714620996
11000.0,105.0,0.003875254012157492,-0.003821110624715875,-0.013893078538420204,159999.99999999953,4263.797619917356,-0.1017943584504364,9.955000000000422e-11,1.7256632881547738,246.14451745845173,493.28817915297526,0.023221626560261017,2630.160570408286,2629.2710709830008,-0.024545664595960227,0.00014215160256147348,4304.28605330585,24496.87088555144
11000.0,106.0,0.0033425487775724143,-0.00329274533210898,-0.013840514041641657,160000.0,4263.845376259271,-0.1008395533818557,1.3267609012111284e-11,1.7257715086056153,243.92015286890074,488.67367648735456,0.0030728662502535423,2266.973162008271,2266.199618281286,-0.0182591604886575,0.00012254502412748544,4303.920226543647,21111.595673279837
11000.0,107.0,0.0028871792012598522,-0.0028417258197392017,-0.013796320570941994,160000.0,4263.893125481241,-0.09987592301353224,1.3267782759137647e-11,1.725886004449272,241.67285321530886,484.0736535375751,0.0030729921484254404,1956.6593659537245,1955.9858091754531,-0.011639493416353093,0.00010579273128358401,4303.491319088694,18219.00442747632
11000.0,108.0,0.002497341528809058,-0.002454897233957318,-0.013738987943563652,160000.0,4263.940867584868,-0.09890320922925062,1.3267791184994825e-11,1.7260004844322454,239.40197101926395,479.41690154551856,0.0030730794526934386,1690.8418411118034,1690.2546771596376,-0.010401624937817822,9.144176240435984e-05,4303.01661153259,15741.66831742879
11000.0,109.0,0.00216200472557568,-0.002122197944497755,-0.013672756842428132,159999.99999999907,4263.988602571757,-0.0979211411761703,1.0020000000000937e-10,1.7261211182948308,237.10682708723974,474.727596834811,0.023391609832082425,1462.289244827732,1461.7766312815359,-0.007845008588533098,7.910145131586855e-05,4302.500790910123,13611.635391181335
11000.0,110.0,0.001873409619597099,-0.0018367791517388335,-0.013615940203503554,160000.0,4264.036330443504,-0.0969294343679785,1.004e-10,1.726235537429214,234.7867082843361,469.977180013516,0.02344308624696552,1266.2160526716384,1265.7678834664412,-0.005930264327223705,6.851343859684409e-05,4301.949949224674,11784.441167974379
11000.0,111.0,0.0016255325180179253,-0.0015914253904852822,-0.013574641966025008,159999.99999999953,4264.08405120171,-0.095927789705183,1.006000000000039e-10,1.726349940081208,232.44086510277043,465.2644463310791,0.02349337705651975,1097.995505410005,1097.6030144587621,-0.0023653382542733535,5.942806176081951e-05,4301.369470749155,10216.735532583669
11000.0,112.0,0.0014134369060892606,-0.0013824292148559873,-0.013565120349792096,159999.9999999986,4264.1317648479735,-0.0949158924030264,1.0080000000001196e-10,1.7264643262350532,230.06850900147094,460.4656616744616,0.023545048600995145,954.5872293666328,954.2432164315841,-0.003369336613842009,5.16813732268216e-05,4300.762561030876,8880.837725989986
11000.0,113.0,0.0012302349888503943,-0.0012022028821124687,-0.013553518789846656,160000.0,4264.179471383893,-0.0938934108161197,1.01e-10,1.7265786958740095,227.6688094897735,455.62791188831295,0.023596741369546478,830.9853598213849,830.6831444800796,0.0028833134957633347,4.500328061459689e-05,4300.133452574524,7728.857381509617
11000.0,114.0,0.0010722086890498155,-0.0010462696486854806,-0.01353056531495763,160000.0,4264.227170811068,-0.0928599951474095,1.3267609012111284e-11,1.726687031565993,225.24089092464484,450.6974368020252,0.0030735490354333555,723.8802561818527,723.6148857574631,-0.0021265121558351474,3.921505222936698e-05,4299.4894898322245,6731.809253436979
11000.0,115.0,0.0009349403102536726,-0.0009111902901078051,-0.01350685773411545,159999.99999999953,4264.274863131095,-0.0918152760271982,1.0130000000000455e-10,1.7268073787441143,222.78382898605676,445.731893605969,0.023676374479441667,631.1493095645745,630.915780689619,-0.0017668643264934225,3.4202464373910746e-05,4298.829884389287,5868.233958834317
11000.0,116.0,0.0008164967247759833,-0.0007942758924729282,-0.013459723833946464,160000.0,4264.32254834557,-0.09075886294594881,1.3267708252978598e-11,1.7269157538858857,220.29664679019953,440.7780639003074,0.003073743042234263,550.9290186057723,550.7232126237117,-0.0012894844797101841,2.9865039872297412e-05,4298.156242962302,5121.281549387146
11000.0,117.0,0.0007144956188771732,-0.0006938255172960129,-0.013412543876208017,160000.0,4264.370226456095,-0.0896903425219791,1.017e-10,1.727036002223087,217.77831059387103,435.6985667858619,0.02377960989569964,481.70445081570335,481.52282395563464,-0.001010456707351448,2.6121163957417785e-05,4297.471137914038,4476.842793170363
11000.0,118.0,0.0006263335278692001,-0.0006066811416734453,-0.013338211547505528,159999.99999999953,4264.417897464263,-0.0886092765822844,1.0190000000000455e-10,1.7271502890505794,215.2277250362668,430.56797574697936,0.023831402425295734,421.8118372264274,421.65106806643365,0.005010295486708076,2.2881161855400684e-05,4296.776709689407,3918.7432676926255
11000.0,119.0,0.0005497963176141535,-0.0005311901131842252,-0.013256697946623236,160000.0,4264.465561371668,-0.0875152000313344,1.3267609012111284e-11,1.7272587185526111,212.64372785569643,425.3733598826849,0.003073976054028061,369.7141314727404,369.5720676285189,-0.000640953756532614,2.0061934033483936e-05,4296.073783954691,3434.5356768891215
11000.0,120.0,0.0004840567487065476,-0.0004655665434788808,-0.013128531339890772,159999.99999999953,4264.513218179907,-0.0864076184783753,1.0230000000000456e-10,1.7273788127589635,210.0250840086426,420.14977381263583,0.023935702573592607,324.5552262291423,324.42929893000456,-0.0005249435400776664,1.7617543434131714e-05,4295.363719040151,3014.3372271005064
11000.0,121.0,0.0004267495001895471,-0.00040893488203096824,-0.013025884122307424,159999.99999999907,4264.560867890575,-0.0852860055890061,1.0250000000000938e-10,1.72749304958562,207.37047910631165,414.83220601559947,0.023987560390626113,285.5078220709458,285.39602867703206,-0.0004978815704567654,1.550335651288445e-05,4294.646696944387,2651.1459941244684
11000.0,122.0,0.045649777312492076,-0.04512907340024001,-0.014106769486956668,159999.99999999953,4263.03254882612,-0.1160428357934331,9.698000000000431e-11,1.7238293545313441,279.0468741067919,571.9233220470383,0.02256618116330984,31573.743954901074,31564.18280351887,-3.3521118467470377,0.001721576241224276,4285.4116798574805,292856.0236856546
12000.0,90.0,0.036742850550386306,-0.03636226737900559,-0.014597780655553175,159999.99999999907,4307.62387592376,-0.1174521519389824,9.753000000000811e-11,1.8312974203383807,269.12204643353897,549.0261950258409,0.023166352032843632,26601.45030224669,26593.007362021584,-2.4095397372113574,0.0014180663347626464,4333.853210758614,249543.62778571434
12000.0,91.0,0.03138240079109878,-0.031069706446723258,-0.014613994245131602,159999.99999999953,4307.665324925383,-0.1165891286040136,9.768000000000444e-11,1.831397804371063,267.23455751617024,543.4229135099546,0.023204787038822377,22681.199341127493,22673.956301092843,-1.755649891463129,0.0012071397783338547,4337.404762440476,212937.83718057536
12000.0,92.0,0.026809907506146223,-0.02654246292473205,-0.014611066381107702,159999.99999999953,4307.706768176271,-0.1157199332946186,9.783000000000438e-11,1.8314981749936319,265.3316029015766,538.1960398896906,0.023244287355817014,19339.08813908495,19332.87156329981,-1.2799202133011462,0.0010279108005820372,4340.237539570605,181679.10581692122
12000.0,93.0,0.022905221569964124,-0.022675125325262346,-0.014589154007298613,159999.99999999953,4307.748205677626,-0.1148444257385875,9.798000000000438e-11,1.8315985322000876,263.412846156729,533.274505938378,0.02328231231462001,16493.769945805467,16488.43119133981,-0.9338416293083113,0.0008757426464873496,4342.497930949828,155030.1003094297
12000.0,94.0,0.019578538687706055,-0.019383845423737316,-0.014577381556891216,160000.0,4307.789637430651,-0.11396246031976992,1.3267683452591505e-11,1.831692029548551,261.4779381481465,528.3769954509486,0.003134606832294443,14076.958485532023,14072.370544690235,-0.6816560496407007,0.0007467862729261039,4344.364129062092,132368.60341765964
12000.0,95.0,0.016744907575339727,-0.016576519555408058,-0.014551049227430437,159999.99999999907,4307.831063436549,-0.1130738857889341,9.829000000000891e-11,1.8317992071412994,259.5265163574058,523.5995908155356,0.02336268828214168,12023.49296965596,12019.547350988181,-0.49960539908958135,0.0006374240303460339,4345.809092823568,113096.0085740313
12000.0,96.0,0.014334385146726393,-0.014187590180925849,-0.014529052803280767,160000.0,4307.8724836965175,-0.1121785449542025,1.3267609012111284e-11,1.8318927303877102,257.5582041483858,519.0235815788718,0.0031347418993197783,10279.825665889859,10276.429665844104,-0.3660198237734278,0.0005447048683352697,4346.89898485958,96718.23318058252
12000.0,97.0,0.012287754532341313,-0.012159715815989328,-0.01449979801742698,160000.0,4307.913898211762,-0.11127627434925372,1.3267680950663814e-11,1.8319930613142517,255.57260998203378,514.4340934890804,0.0031348354130825225,8802.59178113856,8799.66675475785,-0.26857347626094064,0.00046625268546730706,4347.715985397686,82834.06879011169
12000.0,98.0,0.010541060476511661,-0.010428857157385906,-0.014483957214115505,160000.0,4307.95530698348,-0.11036690387735876,1.3267853417329177e-11,1.8320933792492933,253.5693265740215,509.9359590276951,0.0031349528635291877,7544.258773181013,7541.737480266416,-0.1979494659053458,0.00039949390319897953,4348.341729310359,71001.41650722222
12000.0,99.0,0.009047371453962824,-0.008946383078574477,-0.014470989899554492,160000.0,4307.996710012876,-0.1094502564290151,9.893e-11,1.8322003972410354,251.5479299900791,505.4906564416442,0.023529123295100287,6468.986595678256,6466.8116663304545,-0.146034781809997,0.00034249363858975695,4348.734381487468,60886.11734479852
12000.0,100.0,0.007767481811459895,-0.007676937490842655,-0.014445773868483993,160000.0,4308.038107301148,-0.10852614747076224,1.3267774174511537e-11,1.8322939760929327,249.50797867328296,501.0182752988124,0.0031350868560984274,5548.939931439436,5547.062020078108,-0.10814774554900453,0.0002937534274533248,4348.960847301208,52228.26341248909
12000.0,101.0,0.006669458952443894,-0.006591614749347868,-0.01444043093798739,160000.0,4308.079498849491,-0.10759438460249146,1.3267776226205948e-11,1.8323942550240004,247.4490123969459,496.60673139578097,0.0031351637828104565,4762.571619466774,4760.948481884185,-0.07925594586658025,0.0002521159469888961,4349.047824536465,44826.512511244975
12000.0,102.0,0.005733566842069542,-0.005663542188044012,-0.01442327769706286,159999.99999999953,4308.120884659111,-0.1066547670802353,9.941000000000391e-11,1.8325011483281446,245.3705511360452,492.14441721160426,0.02365478923733128,4091.4005374878807,4089.9961484394767,-0.05946373279474256,0.00021659164125753175,4348.995771872961,38507.992594234645
12000.0,103.0,0.004932424715464745,-0.004870154294906694,-0.014399562501799457,160000.0,4308.162264731206,-0.1057070853010931,9.956999999999929e-11,1.832601371690787,243.27209384923088,487.7229242369931,0.0236962147754707,3517.6698409243195,3516.4533570109047,-0.04424998317884743,0.00018623312684609922,4348.854281117379,33106.02035700064
12000.0,104.0,0.004246817410009185,-0.004189562107364934,-0.014362323228108329,159999.99999999907,4308.203639066971,-0.1047511202465503,9.974000000000774e-11,1.832701582295715,241.15311716269807,483.369254555176,0.023741550175117275,3026.3866326962343,3025.3314609680515,-0.03103473914664771,0.00016024211904735338,4348.624926491244,28479.795485846233
12000.0,105.0,0.003657924831140513,-0.0036071430942603167,-0.014332411986036464,160000.0,4308.2450076676105,-0.1037866428800238,9.99e-11,1.832801778607474,239.01307394597956,478.8383850777206,0.023783442080911574,2605.6868289459044,2604.770599971725,-0.024541970613907615,0.00013798769129242172,4348.325632739849,24518.38378272392
12000.0,106.0,0.0031542387814972846,-0.003107780341720195,-0.014282984099857126,159999.99999999953,4308.286370534317,-0.1028134134939141,1.0010000000000456e-10,1.832901964377296,236.8513917686697,474.4496039493168,0.02383567032604227,2245.3670447465925,2244.5703152557476,-0.018458953910636566,0.00011892817205060324,4347.945978374216,21125.40805886872
12000.0,107.0,0.0027248903977906574,-0.0026819990455621,-0.014240328549525906,160000.0,4308.32772766829,-0.1018311810009631,1.002e-10,1.8330021291071792,234.66747122564448,469.96621366453695,0.023864386871924756,1938.4283725246678,1937.734595897224,-0.013706926876472323,0.00010269226398334897,4347.516750564739,18235.030090328306
12000.0,108.0,0.0023565836706171844,-0.002316977298668751,-0.014188707779958199,160000.0,4308.369079070727,-0.10083968216390116,1.326769767999292e-11,1.8330958437442488,232.46068411679892,465.46485457446386,0.003135680366417801,1675.158392808492,1674.5533698096604,-0.007686017349079069,8.876548687158097e-05,4347.045216879837,15755.792309429962
