time,year,month,day,hour,min,sec,number of passage,pos_ii[0],pos_ii[1],pos_ii[2],vel_ii[0],vel_ii[1],vel_ii[2],pos_ii_mag,vel_ii_mag,pos_pp[0],pos_pp[1],pos_pp[2],pos_pp_mag,vel_pp[0],vel_pp[1],vel_pp[2],vel_pp_mag,a,e,i,OMEGA,omega,vi,lat,lon,alt,gamma_ii,gamma_pp,h_ii[0],h_ii[1],h_ii[2],h_pp[0],h_pp[1],h_pp[2],h_ii_mag,h_pp_mag,uD[0],uD[1],uD[2],uE[0],uE[1],uE[2],uN[0],uN[1],uN[2],vN,vE,azi_pp,rho,T,p,wind[0],wind[1],wind[2],cL,cD,aoa,S,mass,heat_rate,heat_load,T_r,q,gravity_ii[0],gravity_ii[1],gravity_ii[2],drag_pp[0],drag_pp[1],drag_pp[2],drag_ii[0],drag_ii[1],drag_ii[2],lift_pp[0],lift_pp[1],lift_pp[2],lift_ii[0],lift_ii[1],lift_ii[2],force_ii[0],force_ii[1],force_ii[2],energy,t_cf,h_cf,gamma_cf,v_cf
349.88195797682135,2001.0,12.0,14.0,14.0,27.0,17.0,1.0,3459605.099811238,-37609.07107121725,602003.7724370911,-452.63518927103263,-287.974942178953,4609.542986681781,3511793.050692944,4640.656713004808,3457608.5905981343,-123388.50468640368,602003.7724370911,3511793.050692944,-468.38324391034513,-521.7454325368204,4609.542986681781,4662.562354072727,14999662.822378919,0.7673859417887986,1.6331888738665683,8.429369702178808e-08,6.283181546207974,0.17261734764589676,0.1722743519392417,-0.03567094515339889,115593.05069294386,0.074921380918168,0.07456873000656287,1371.7671367228031,-16219686516.002354,-1013302767.5827801,-254671897.7753765,-16219963909.262657,-1861784597.7309144,16251308045.08306,16328451515.120707,-0.9845707137884684,0.035135471511357076,-0.17142347619780848,0.035663380919148814,0.9993638592932085,0.0,-0.17131442674649935,0.0061135407301270836,0.9851974379829961,4618.361035726974,-538.1176590723225,-0.11599398587521041,1.696737326764035e-08,136.45305069294386,0.0,-29.312202771775436,-11.153050692943859,0.0,2.940952424875125e-17,2.2802939797699597,1.5707963267948966,20.53426023874714,461.0,0.0860940738859679,345.00454746763506,0.0,0.183833009908085,-1577.1336671286022,17.144885171745585,-274.4360670819815,0.4631118166659255,0.5459132658111114,-4.555215965463427,0.4494318908720186,0.5572295971961368,-4.555215965463427,-5.916222223244994e-17,1.5973413225006076e-18,-5.823371405263997e-18,-5.918363966209697e-17,1.2975025789457577e-19,-5.823371405263997e-18,-1576.68423523773,17.702114768941723,-278.99128304744494,-1427632.0910394825,383.78046970811033,130436.92970381402,0.09653667789483134,4646.276562937175
350.1819579768214,2001.0,12.0,14.0,14.0,27.0,18.0,1.0,3459469.155355289,-37695.461824828795,603386.6080803355,-453.6611671159156,-287.96341270873296,4609.361256213832,3511897.376562635,4640.575672467047,3457467.919269461,-123545.0198078681,603386.6080803355,3511897.376562635,-469.42559675121925,-521.6886974660287,4609.361256213832,4662.481171890585,14999517.893720478,0.7673836967344042,1.6331888364317608,7.884953353001449e-08,6.283181258503651,0.17301294568515543,0.1726688702127229,-0.0357176062974245,115697.37656263448,0.0750928300909148,0.07473936529169493,1265.5751067399979,-16219676164.605299,-1013301511.3431323,-254683654.06268233,-16219963790.252714,-1861717129.983215,16251297635.49844,16328443887.671257,-0.9845014100763821,0.03517899487393084,-0.17181214123942215,0.035710012341280094,0.9993621941111168,0.0,-0.17170255844395801,0.006135413684041523,0.9851297316205236,4618.219617263996,-538.1191551959198,-0.11599782567221766,1.671229624967722e-08,136.5573765626345,0.0,-29.672129687903475,-11.2,0.0,2.9411552891746363e-17,2.2803271100242752,1.5707963267948966,20.526057555266615,461.0,0.08479543960294325,345.0301769868555,0.0,0.1810628786236467,-1576.9311507438663,17.182736808400282,-275.04194877720835,0.45716690864259374,0.5380005704292016,-4.4864986221317835,0.44367335128080554,0.5491813484662702,-4.4864986221317835,-5.827338065471124e-17,1.5748798705253872e-18,-5.7491102068167985e-18,-5.829451715694777e-17,1.2809751669199993e-19,-5.7491102068167985e-18,-1576.4874773925856,17.731918156866552,-279.5284473993401,-1427645.8851364125,383.95847549183395,130516.81511693151,0.09664313406374687,4646.2032462009265
350.4819579768215,2001.0,12.0,14.0,14.0,27.0,18.0,1.0,3459332.903125222,-37781.84911667759,604769.3891518669,-454.68701669239664,-287.9518637586504,4609.179175287424,3512001.9386131573,4640.494502625122,3457326.9352546856,-123701.5178964834,604769.3891518669,3512001.9386131573,-470.4678178905896,-521.6318802099895,4609.179175287424,4662.399860160581,14999375.122712646,0.7673814850726959,1.6331887995113616,7.146345858741881e-08,6.2831809745276335,0.17340851634262178,0.17306336466188202,-0.03576426939444224,115801.93861315679,0.07526426778925348,0.07490998911210942,1160.5980186760426,-16219665966.811707,-1013300273.0765148,-254695466.6831808,-16219963846.977493,-1861649532.9320548,16251287380.339079,16328436421.209229,-0.9844319552454285,0.03522250843213699,-0.17220075607096114,0.03575664563740454,0.9993605266833192,0.0,-0.1720906382823415,0.006157321413322496,0.9850618760304295,4618.077937295221,-538.1206615895819,-0.11600167440505467,1.64613473284237e-08,136.7238772263136,0.0,-30.04775445262717,-11.2,0.0,2.9414736662497195e-17,2.2803791049464532,1.5707963267948966,20.513197809257882,461.0,0.08351792055618268,345.05542469351326,0.0,0.17834136823148664,-1576.7282037197929,17.220576555998175,-275.64764054962137,0.4513207080852312,0.5302364623200827,-4.419023173070437,0.43801014021823564,0.5412838484439311,-4.419023173070437,-5.740235208828395e-17,1.5528585931869266e-18,-5.676251732773493e-18,-5.742321305753096e-17,1.2648014530690248e-19,-5.676251732773493e-18,-1576.2901935795746,17.761860404442107,-280.0666637226918,-1427659.4741319623,384.13648127555757,130596.78731485407,0.09674959490224076,4646.129866565912
350.78195797682156,2001.0,12.0,14.0,14.0,27.0,18.0,1.0,3459196.3431595513,-37868.23294091829,606152.1155466094,-455.7127377662646,-287.94029532864874,4608.996744291447,3512106.73681426,4640.413203791827,3457185.638593353,-123857.99892759512,606152.1155466094,3512106.7368142596,-471.50990709013575,-521.5749807855382,4608.996744291447,4662.3184191939035,14999234.522190338,0.7673793070040911,1.633188763100159,6.495265578539184e-08,6.2831806941930575,0.17380405952553657,0.17345783523928873,-0.035810934449616326,115906.73681426002,0.07543569399506435,0.07508060144974785,1056.8278134167194,-16219655923.565807,-1013299052.7570195,-254707335.79240334,-16219964080.37178,-1861581806.588087,16251277280.54576,16328429116.668787,-0.984362349342855,0.03526601217135658,-0.17258932059007814,0.03580328081257178,0.9993588570093609,0.0,-0.17247866615692264,0.006179263910337545,0.9849938712592354,4617.935996180223,-538.1221782519725,-0.11600553206593653,1.6209831645775963e-08,136.86673681426004,0.0,-30.400210442780043,-11.2,0.0,2.941747979540496e-17,2.2804239037065472,1.5707963267948966,20.502131190108543,461.0,0.08223763202740203,345.0802880933639,0.0,0.17561357922508683,-1576.5248262990342,17.25840439138062,-276.25314202317713,0.4454253472550872,0.5224205421275298,-4.351382039107023,0.4322994082935637,0.5333330895445845,-4.351382039107023,-5.652830592235572e-17,1.5307092623055892e-18,-5.6026949859720574e-18,-5.654888906569264e-17,1.2484683869957517e-19,-5.6026949859720574e-18,-1576.0925268907406,17.791737480925203,-280.60452406228416,-1427672.8567927554,384.3144870592812,130676.8462975818,0.09685606041547724,4646.056424002434
351.0819579768216,2001.0,12.0,14.0,14.0,27.0,19.0,1.0,3459059.475496868,-37954.61329171838,607534.7871595657,-456.7383300835208,-287.92870748249226,4608.813963406353,3512211.7711356487,4640.331776074788,3457044.0293250866,-124014.46287656686,607534.7871595657,3512211.771135649,-472.5518640933462,-521.5179992738287,4608.813963406353,4662.236849100875,14999096.094981955,0.7673771625739709,1.6331887272092653,5.960464477539064e-08,6.283180417577481,0.17419957516092335,0.1738522818975447,-0.03585760146811517,116011.77113564918,0.07560710869025783,0.07525120228649032,954.3029447793961,-16219646035.077929,-1013297850.578706,-254719261.48115206,-16219964490.637827,-1861513951.1820111,16251267336.340496,16328421974.280514,-0.9842925924159965,0.03530950607698341,-0.17297783469449612,0.0358499178718355,0.9993571850887862,0.0,-0.17286664196304502,0.006201241167445624,0.9849257173535493,4617.79379406959,-538.1237052453583,-0.11600939866587125,1.5957749274441966e-08,136.9717711356492,0.0,-30.78708454259672,-11.2,0.0,2.941951952808453e-17,2.2804572150691538,1.5707963267948966,20.49391027891191,461.0,0.08095456596241192,345.10476697483375,0.0,0.17288004536774043,-1576.321018724671,17.296220291415633,-276.8584528222026,0.4394825870643332,0.5146073199402185,-4.283574448253652,0.42654156289192074,0.525383605753483,-4.283574448253652,-5.565095086528169e-17,1.5084244437389627e-18,-5.528415085255213e-18,-5.567125379280021e-17,1.2319760587444173e-19,-5.528415085255213e-18,-1575.894477161779,17.821603897169116,-281.14202727045625,-1427686.0328379534,384.4924928430048,130756.99206511464,0.0969625306086197,4645.982918480996
351.3819579768217,2001.0,12.0,14.0,14.0,27.0,19.0,1.0,3458922.3001758466,-38040.99016323539,608917.4038856926,-457.7637932464978,-287.9171000318896,4608.6308313767095,3512317.04154697,4640.250218125546,3456902.107489592,-124170.90971875768,608917.4038856926,3512317.04154697,-473.59368849381394,-521.4609355076434,4608.6308313767095,4662.155148529236,14998959.772930047,0.7673750507279974,1.6331886918153047,5.372690074837192e-08,6.2831801445132065,0.1745950633179115,0.17424670458924874,-0.035904270455104775,116117.04154697014,0.07577851185678565,0.07542179160422394,852.963330745697,-16219636296.503376,-1013296665.8582382,-254731243.8128417,-16219965072.921959,-1861445966.0672054,16251257542.845411,16328414989.15221,-0.9842226845122812,0.03535299013441785,-0.17336629828197406,0.035896556820247,0.9993555109211391,0.0,-0.1732545655960888,0.006223253176994771,0.9848574143600716,4617.651329675242,-538.1252423783847,-0.11601327419750375,1.572891312906244e-08,137.07003776997286,0.0,-31.110113309918553,-11.2,0.0,2.94214331480558e-17,2.280488466854936,1.5707963267948966,20.48620383115489,461.0,0.07978954381244294,345.1288733226947,0.0,0.17039784966144575,-1576.1167812402336,17.334024232987776,-277.4635725713428,0.43414706993479313,0.5074743866584348,-4.22199975709395,0.4213741684392783,0.5181290781450386,-4.22199975709395,-5.485419347950027e-17,1.4882792076465517e-18,-5.461753936849222e-18,-5.487424443363055e-17,1.2171739616739028e-19,-5.461753936849222e-18,-1575.6954070717943,17.852153311132813,-281.68557232843676,-1427699.008743776,384.67049862672843,130837.22461745265,0.09706900548683091,4645.909349972295
351.68195797682176,2001.0,12.0,14.0,14.0,27.0,19.0,1.0,3458784.8172353404,-38127.36354951637,610299.9656189791,-458.7891266672931,-287.905472633721,4608.447345041798,3512422.5480177454,4640.1685266748,3456759.8731267615,-124327.33942942401,610299.9656189791,3512422.5480177454,-474.6353796910747,-521.403789169773,4608.447345041798,4662.073314206662,14998825.394245673,0.767372968961206,1.6331886568872982,4.712160915387242e-08,6.283179874750819,0.17499052425367811,0.17464110326673327,-0.03595094141571932,116222.54801774537,0.0759499034761342,0.07559236938425609,752.7266636788845,-16219626696.290497,-1013295497.3694879,-254743282.70572174,-16219965815.665062,-1861377850.054383,16251247888.45488,16328408149.66664,-0.9841526256792773,0.035396464329039465,-0.17375471125004738,0.03594319766282564,0.9993538345059627,0.0,-0.17364243695121118,0.006245299931307647,0.984788962325641,4617.508599800203,-538.1267893027577,-0.11601715866748565,1.5493139559185658e-08,137.24509603549075,0.0,-31.490192070981465,-11.2,0.0,2.942477125223595e-17,2.2805429822332877,1.5707963267948966,20.4727750628546,461.0,0.07858949711128815,345.1526357773254,0.0,0.16784108432959988,-1575.9121140898378,17.37181619295337,-278.068500895157,0.42859828733502936,0.5001676796762434,-4.1586155043739454,0.4159982148917685,0.5106952955590051,-4.1586155043739454,-5.403597112259136e-17,1.467509576018558e-18,-5.392593711657397e-18,-5.4055761171467864e-17,1.201819057121617e-19,-5.392593711657397e-18,-1575.496115874946,17.882511488512378,-282.2271163995309,-1427711.7998997122,384.84850441045205,130917.54395459572,0.09717548505527267,4645.835718447241
351.98195797682183,2001.0,12.0,14.0,14.0,27.0,19.0,1.0,3458647.0267142584,-38213.73344463475,611682.4722536927,-459.8143303577419,-287.89382558772405,4608.263507261751,3512528.290517465,4640.086704531958,3456617.3262765408,-124483.75198385332,611682.4722536927,3512528.290517465,-475.6769377002271,-521.3465605707586,4608.263507261751,4661.991348945126,14998693.093470994,0.7673709193592699,1.6331886224509242,3.942476676500724e-08,6.283179608542244,0.1753859576326713,0.17503547788242024,-0.03599761435510117,116328.29051746568,0.0761212835298435,0.07576293560829493,653.6729342341423,-16219617244.077576,-1013294346.132689,-254755378.4433328,-16219966728.495409,-1861309604.2006803,16251238382.852045,16328401465.515036,-0.9840824159646305,0.03543992864624427,-0.17414307349637875,0.03598984040459895,0.9993521558427998,0.0,-0.17403025592369722,0.006267381422701016,0.984720361297173,4617.36560727983,-538.128346319596,-0.1160210520710255,1.5257760861575503e-08,137.3782905174657,0.0,-31.834871552397036,-11.2,0.0,2.942733139051982e-17,2.2805847924643787,1.5707963267948966,20.462488250957897,461.0,0.07739154103108672,345.1760302882748,0.0,0.1652883589626394,-1575.7070175179965,17.409596148201505,-278.67323741866454,0.42302731428392715,0.49282979594882653,-4.095313165516855,0.41060117190403045,0.5032295639529452,-4.095313165516855,-5.3217494833320236e-17,1.4466893599504621e-18,-5.323031819336158e-18,-5.323702275393529e-17,1.1863699101041338e-19,-5.323031819336158e-18,-1575.2964163460924,17.91282571215445,-282.7685505841814,-1427724.3934887648,385.02651019417567,130997.95007654393,0.09728196931910606,4645.762023876931
352.2819579768219,2001.0,12.0,14.0,14.0,27.0,20.0,1.0,3458508.928651586,-38300.09984267257,613064.9236841344,-460.83940390755254,-287.88215877307346,4608.079316659146,3512634.2690155683,4640.004750229846,3456474.466978953,-124640.14735734703,613064.9236841344,3512634.2690155683,-476.7183621039007,-521.2892496112539,4608.079316659146,4661.909251277754,14998562.796669165,0.7673689007781218,1.6331885884987598,3.332000937312528e-08,6.283179345746612,0.17578136353701063,0.17542982838875118,-0.03604428927839565,116434.26901556831,0.07629265199946439,0.07593349025777893,555.7872384488583,-16219607934.587582,-1013293211.6972651,-254767531.0324558,-16219967806.128212,-1861241228.0925007,16251229020.742046,16328394931.402636,-0.9840120554160756,0.03548338307144,-0.17453138491868914,0.03603648505059734,0.9993504749311916,0.0,-0.1744180224088906,0.006289497643482391,0.9846516113216717,4617.222350703661,-538.1299133048335,-0.11602495441820943,1.5024608165749734e-08,137.48426901556832,0.0,-32.15280704670491,-11.2,0.0,2.942938613330541e-17,2.2806183489606195,1.5707963267948966,20.454239863563092,461.0,0.07620497398811983,345.19907024863676,0.0,0.16275959779280474,-1575.5014917696608,17.44736407564628,-279.2777817672395,0.4174864477860231,0.4855301782781391,-4.032594238700256,0.40523358836136053,0.4958026088753152,-4.032594238700256,-5.240573002890677e-17,1.4260081879521948e-18,-5.253767378913791e-18,-5.242499715972309e-17,1.1709832532209697e-19,-5.253767378913791e-18,-1575.0962581812994,17.943166684521596,-283.31037600593976,-1427736.796538636,385.20451597789923,131078.44298329728,0.09738845828349127,4645.688266232672
352.58195797682197,2001.0,12.0,14.0,14.0,27.0,20.0,1.0,3458370.5230863993,-38386.46273770479,614447.3198045309,-461.8643470871265,-287.87047221029263,4607.8947736546925,3512740.483481434,4639.922664113597,3456331.2952741156,-124796.52552520506,614447.3198045309,3512740.483481434,-477.75965266888477,-521.2318563287425,4607.8947736546925,4661.827021549001,14998434.5182466,0.7673669134422543,1.6331885550295449,2.580956827951785e-08,6.283179086431102,0.17617674187094118,0.17582415473815635,-0.03609096619074645,116540.48348143464,0.07646400886618628,0.07610403331393387,459.07231852412224,-16219598768.87222,-1013292094.1083728,-254779740.61992055,-16219969049.60589,-1861172721.81206,16251219803.177359,16328388548.378578,-0.9839415440814426,0.03552682759004182,-0.1749196454147275,0.036083131605849535,0.9993487917706785,0.0,-0.17480573630216342,0.006311648585948147,0.9845827124462353,4617.0788304630705,-538.1314902777331,-0.11602886570488397,1.4790936340843768e-08,137.59048348143466,0.0,-32.56193392573861,-11.290483481434652,0.0,2.943144476093181e-17,2.2806519689011253,1.5707963267948966,20.44598275754111,461.0,0.07501589065128288,345.2217534253333,0.0,0.1602199043412384,-1575.2955370902332,17.48511995221982,-279.88213356656325,0.4118846370742199,0.4782776724047341,-3.969596240975796,0.3998042184005954,0.48842099988405596,-3.969596240975796,-5.159037259603245e-17,1.4051785335510963e-18,-5.183705124086487e-18,-5.160937630749478e-17,1.155355356810304e-19,-5.183705124086487e-18,-1574.8957328718327,17.973540952103875,-283.8517298075391,-1427749.007667996,385.38252176162285,131159.02267485575,0.0974949519535878,4645.614445485962
352.88195797682204,2001.0,12.0,14.0,14.0,27.0,20.0,1.0,3458231.810057855,-38472.82212379623,615829.6605091204,-462.88915956300366,-287.85876581014384,4607.709877640698,3512846.9338843925,4639.840445489731,3456187.8112022257,-124952.88646272258,615829.6605091204,3512846.9338843925,-478.8008090553966,-521.1743806536052,4607.709877640698,4661.744659063753,14998308.221982216,0.7673649567917952,1.6331885220323525,2.1073424255447017e-08,6.283178830520536,0.1765720926412755,0.1762184568830793,-0.036137645097294814,116646.93388439203,0.07663535411136607,0.0762745647580913,363.50290581583977,-16219589744.361887,-1013290993.027535,-254792007.29004276,-16219970456.349958,-1861104085.0580182,16251210727.572273,16328382313.850445,-0.9838708820086519,0.03557026218747132,-0.17530785488229514,0.03612978007538174,0.9993471063608003,0.0,-0.17519339749894075,0.006333834242384261,0.9845136647180516,4616.935045918828,-538.1330771466489,-0.11603278592886616,1.4566438842776754e-08,137.79386776878405,0.0,-32.89080165317606,-11.3,0.0,2.9435302728270855e-17,2.2807149742891557,1.5707963267948966,20.43052704907164,461.0,0.07387351406326564,345.24408630124896,0.0,0.15778460716116594,-1575.0891537255518,17.52286375487076,-280.4862924426621,0.4065315025875652,0.471257027105495,-3.9092459613852126,0.3946179620490458,0.48127716777411184,-3.9092459613852126,-5.08116606048804e-17,1.3853118952373422e-18,-5.117023325444539e-18,-5.083041347699784e-17,1.1405362807697256e-19,-5.117023325444539e-18,-1574.6945357635027,18.004140922644872,-284.39553840404733,-1427761.030315049,385.5605275453465,131239.68915121933,0.09760145033455422,4645.540561608503
353.1819579768221,2001.0,12.0,14.0,14.0,27.0,21.0,1.0,3458092.789605216,-38559.17799498632,617211.9456918776,-463.91384105205674,-287.8470395749463,4607.524628545604,3512953.620193695,4639.758094207718,3456044.01480359,-125109.23014517548,617211.9456918776,3512953.6201936947,-479.84183097625447,-521.1168226065269,4607.524628545604,4661.662163672146,14998183.898119172,0.7673630306768565,1.6331884895085884,1.4901161193847656e-08,6.283178578055409,0.17696741580333,0.17661273477589853,-0.03618432600317501,116753.62019369472,0.0768066877170052,0.0764450845722413,269.0893263220787,-16219580860.371138,-1013289908.434793,-254804331.1385327,-16219972025.666374,-1861035317.8476417,16251201793.241434,16328376227.13425,-0.9838000692457285,0.03561368684915268,-0.1756960132191686,0.03617643046421315,0.9993454187010955,0.0,-0.17558100589462328,0.006356054605062727,0.984444468184412,4616.790996968182,-538.1346739120373,-0.11603671509429693,1.4332035573871626e-08,137.90362019369474,0.0,-33.31448077477886,-11.3,0.0,2.9437425260787196e-17,2.2807496378757155,1.5707963267948966,20.42203407811744,461.0,0.07268095445892346,345.26606995866183,0.0,0.1552435168825478,-1574.882341921937,17.56059546055776,-281.0902580217894,0.40087463241090965,0.46398388450007494,-3.846217427186968,0.3891346896381532,0.4738730940943778,-3.846217427186968,-4.99957484817315e-17,1.3643908480532024e-18,-5.04624928166414e-18,-5.001423573788262e-17,1.1248195550311947e-19,-5.04624928166414e-18,-1574.4932072322988,18.034468554652136,-284.93647544897635,-1427772.865399085,385.7385333290701,131320.44241238802,0.09770795343154816,4645.466614572191
353.4819579768222,2001.0,12.0,14.0,14.0,27.0,21.0,1.0,3457953.461767832,-38645.53034530825,618594.1752467789,-464.9383910276673,-287.8352931998389,4607.339023865803,3513060.542378546,4639.6756076583115,3455899.9061186025,-125265.5565478389,618594.1752467789,3513060.5423785467,-480.88271789316724,-521.0591819072388,4607.339023865803,4661.579532760848,14998061.417068128,0.7673611330909251,1.63318845742669,0.0,6.283178328789043,0.17736271155484196,0.17700698836900292,-0.03623100891351995,116860.54237854667,0.07697800966449365,0.07661559273762675,175.74594029784203,-16219572107.653101,-1013288839.2385002,-254816712.14245695,-16219973748.299955,-1860966419.1265874,16251192990.887894,16328370278.917723,-0.9837291058407883,0.0356571015605176,-0.176084120323174,0.03622308277736151,0.9993437287911024,0.0,-0.17596856138466185,0.0063783096662452165,0.9843751228926978,4616.646681071984,-538.1362802644682,-0.11604065319978837,1.4138861005051994e-08,138.00054237854667,0.0,-33.60216951418668,-11.3,0.0,2.9439309818144455e-17,2.2807804150329916,1.5707963267948966,20.414499429019273,461.0,0.07169757366054101,345.2877275423572,0.0,0.1531479673006134,-1574.6751019261437,17.598315046257824,-281.6940299305395,0.39633831105031114,0.4579215313299288,-3.7942363848052887,0.38474159547723097,0.4677072699578177,-3.7942363848052887,-4.932286007255618e-17,1.347332080239383e-18,-4.98955910173375e-18,-4.934113353927844e-17,1.1122288654440185e-19,-4.98955910173375e-18,-1574.2903603306665,18.06602231621564,-285.4882663153448,-1427784.5252474025,385.9165391127937,131401.2824583619,0.09781446124972644,4645.392604349125
353.78195797682224,2001.0,12.0,14.0,14.0,27.0,21.0,1.0,3457813.826585248,-38731.87916866179,619976.3490666361,-465.96280915240476,-287.823526606222,4607.153062979607,3513167.700408002,4639.592985133892,3455755.485187857,-125421.86564586291,619976.3490666361,3513167.700408002,-481.9234694626122,-521.0014584969792,4607.153062979607,4661.496765621235,14997940.741927912,0.7673592634633996,1.6331884257781784,0.0,6.283178082605484,0.17775797990603384,0.17740121761445957,-0.03627769383342406,116967.70040800143,0.07714931993478809,0.07678608923516983,83.45395308732986,-16219563483.584602,-1013287785.1367027,-254829150.3776043,-16219975621.61877,-1860897388.6303375,16251184317.874754,16328364466.55943,-0.9836579918420982,0.03570050630697107,-0.1764721760918601,0.03626973701980608,0.9993420366303591,0.0,-0.17635606386423086,0.0064005994181646755,0.9843056288904395,4616.502097576758,-538.1378961228403,-0.11604460024578479,1.391459918399712e-08,138.11540081600288,0.0,-34.02310122400432,-11.3,0.0,2.944152584172239e-17,2.280816605444455,1.5707963267948966,20.40564687904064,461.0,0.0705566663411605,345.3090655506312,0.0,0.15071683437518799,-1574.4674339855437,17.636022488909905,-282.2976077953417,0.3909111008688817,0.4509574464208414,-3.733938660606486,0.37948076527258795,0.46061747258767555,-3.733938660606486,-4.8542367254844835e-17,1.3272969414303299e-18,-4.921665151306587e-18,-4.8560386102967906e-17,1.09715111281746e-19,-4.921665151306587e-18,-1574.0879532202712,18.09663996149758,-286.0315464559482,-1427796.0133643858,386.09454489651733,131482.20928914082,0.09792097379424505,4645.318530911595
354.0819579768223,2001.0,12.0,14.0,14.0,27.0,22.0,1.0,3457673.8840970024,-38818.22445904708,621358.4670451666,-466.98709534385773,-287.81174001976194,4606.966747775514,3513275.094251135,4639.510228463797,3455610.752051941,-125578.1574145012,621358.4670451666,3513275.094251135,-482.9640856036428,-520.9436526147847,4606.966747775514,4661.413864085863,14997821.959437354,0.7673574231392319,1.6331883945858883,6.283185307179586,6.283177839764794,0.17815322061573868,0.17779542246460375,-0.036324380768011505,117075.0942511349,0.07732061850905478,0.07695657404613554,-7.714234709739685,-16219554994.37943,-1013286746.8893832,-254841646.04989368,-16219977651.827377,-1860828227.1563463,16251175780.4511,16328358796.31884,-0.9835867272979699,0.03574390107395463,-0.1768601804230793,0.03631639319655575,0.9993403422184022,0.0,-0.1767435132288084,0.00642292385305834,0.984235986225212,4616.357248344038,-538.1395217131603,-0.11604855623571231,1.3699811497730203e-08,138.3150942511349,0.0,-34.36037700453959,-11.3,0.0,2.944530993424119e-17,2.2808784043651142,1.5707963267948966,20.390548518573897,461.0,0.06946396102770312,345.3300684668081,0.0,0.1483877219033615,-1574.2593383478113,17.673717765519,-282.90099124336393,0.3857239198170301,0.44422803118707005,-3.676219734288049,0.3744543011436014,0.45376807111828865,-3.676219734288049,-4.7797204258402894e-17,1.3081865838626992e-18,-4.856997982393369e-18,-4.781498052748291e-17,1.0827841020346224e-19,-4.856997982393369e-18,-1573.8848840466676,18.12748583663729,-286.577210977652,-1427807.3214841206,386.27255068024095,131563.22290472494,0.09802749107025903,4645.2443942320915
354.3819579768224,2001.0,12.0,14.0,14.0,27.0,22.0,1.0,3457533.634342738,-38904.56621044175,622740.5290758652,-468.01124925669967,-287.7999333393119,4606.780077551977,3513382.7238769494,4639.427336858584,3455465.7067515464,-125734.43182899094,622740.5290758652,3513382.723876949,-484.0045659642907,-520.8857641795994,4606.780077551977,4661.330827363474,14997705.02870105,0.7673556114859091,1.633188363837613,6.283185307179586,6.283177600152658,0.17854843370260287,0.17818960287171734,-0.03637106972240036,117182.7238769494,0.07749190536851236,0.07712704715170998,-97.78834304213524,-16219546637.131582,-1013285724.1162076,-254854199.23882258,-16219979836.010822,-1860758934.3618362,16251167375.692865,16328353265.264526,-0.9835153122568177,0.03578728584691321,-0.177248133214671,0.036363051312613276,0.999338645554767,0.0,-0.17713090937386025,0.006445282963149996,0.9841661949446924,4616.212132640086,-538.1411569316992,-0.1160525211671834,1.3484552246101205e-08,138.4227238769494,0.0,-34.768171630848194,-11.3,0.0,2.944739058700845e-17,2.2809123840034675,1.5707963267948966,20.382256623929116,461.0,0.06836891666109944,345.3507435803008,0.0,0.1460541221235541,-1574.0508152610894,17.71140085310143,-283.50417990201976,0.38049490175656775,0.43752695174125344,-3.618339067466012,0.3693855929755202,0.4469457321251167,-3.618339067466012,-4.704770848906926e-17,1.2889188555592017e-18,-4.7915566115386616e-18,-4.706523955453932e-17,1.068249150875555e-19,-4.7915566115386616e-18,-1573.6814296681139,18.158346585226546,-287.1225189694858,-1427818.4534913916,386.4505564639646,131644.3233051142,0.09813401308292244,4645.170194283303
354.68195797682245,2001.0,12.0,14.0,14.0,27.0,22.0,1.0,3457393.077362173,-38990.90441682491,624122.5350522822,-469.0352706457256,-287.78810662075153,4606.5930525871545,3513490.5892543965,4639.344310521295,3455320.3493274427,-125890.68886457614,624122.5350522822,3513490.5892543965,-485.04491029661756,-520.827793264863,4606.5930525871545,4661.247655658948,14997589.95719036,0.7673538286202459,1.6331883335414932,6.283185292278425,6.283177363812346,0.1789436190866256,0.1785837587881084,-0.036417760701709594,117290.58925439604,0.07766318049430956,0.0772975085330256,-186.73859551548958,-16219538412.383852,-1013284716.9836203,-254866810.05081522,-16219982174.70335,-1860689510.450885,16251159104.152168,16328347873.954115,-0.9834437467671436,0.03583066061130153,-0.17763603436454006,0.03640971137298225,0.9993369466389883,0.0,-0.17751825219491787,0.006467676740654059,0.9840962550966444,4616.066750712749,-538.1428018328643,-0.11605649504715626,1.3271880416647532e-08,138.56117850879207,0.0,-35.12235701758414,-11.330589254396036,0.0,2.945004021607522e-17,2.280955655729954,1.5707963267948966,20.371707289934463,461.0,0.06728711708487864,345.37108969740797,0.0,0.14374632893937173,-1573.8418649739533,17.749071728695608,-284.10717339909206,0.37530526445518564,0.43085788512628287,-3.561119048043106,0.3643557387034738,0.440156170440806,-3.561119048043106,-4.630735495827496e-17,1.2698589306036888e-18,-4.726678647498886e-18,-4.632464311500488e-17,1.0538122573412709e-19,-4.726678647498886e-18,-1573.4775092352497,18.189227899136412,-287.6682924471352,-1427829.4086666498,386.6285622476882,131725.51049030854,0.0982405398373886,4645.0959310381095
